LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
QARO,NYCEEC,Q,27,Committee For Early Childhood Development Head Start 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7188480276,11721 Sutphin Boulevard,11434,1,Baisley Park,129,1041937,187184,lauriessong@hotmail.com,www.cecdhs.org,3,3,1,27QARO,apply
QARP,NYCEEC,Q,28,Myrtle P. Jarmon ECEC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7185280922,11655 Guy R. Brewer Boulevard,11434,1,Baisley Park,20,1044271,189011,mpjecec@yahoo.com,n/a,3,3,2,28QARP,apply
QARQ,NYCEEC,Q,26,All My Children,<p><strong> Enhanced Language Support</strong>: Hebrew</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7189022325,83-10 188th Street,11423,1,Jamaica Estates-Holliswood,20,1045524,203394,allmy424@aol.com,www.allmychildrendaycare.com,3,7,1,26QARQ,apply
QARX,NYCEEC,Q,24,Redeemer Lutheran School,,7188216670,6926 Cooper Avenue,11385,2,Glendale,36,1017017,194761,redluthglen@aol.com,www.rlgschool.org,2,3,1,24QARX,apply
QASB,NYCEEC,Q,24,Mi Nuevo Mundo,,7184763128,104-19 39th Avenue,11368,1,North Corona,32,1022581,212842,mnm104100@gmail.com,n/a,3,2,2,24QASB,apply
QASC,NYCEEC,Q,25,Saint Mel School,,7185398211,15424 26th Avenue,11354,2,Murray Hill,72,1037070,221282,cstein@stmelsschool.org,www.stmelsacademy.org,7,3,1,25QASC,apply
QASD,NYCEEC,Q,26,Immanuel Genius,,7188190190,213-03 Northern Boulevard,11361,1,Bayside-Bayside Hills,36,1047932,216294,geniusd26@gmail.com,www.immanuelgenius.com,3,6,1,26QASD,apply
QASE,NYCEEC,Q,28,"Talented Little Children III/ TLC Spirit, LLC",,7186584384,104-40 134th Street,11419,1,South Ozone Park,12,1036240,191064,tlcspirit2000@gmail.com,www.tlcpreschoolnyc.com,3,7,1,28QASE,apply
QASF,NYCEEC,Q,28,Ira's Parkway Day Care,<p><strong> Enhanced Language Support</strong>: Russian</p>,7187396500,14120 Grand Central Parkway,11435,1,Briarwood-Jamaica Hills,18,1034921,200060,lindapinkhasov@gmail.com,www.irasdaycare.com,3,3,1,28QASF,apply
QASG,NYCEEC,Q,25,Positive Beginnings II,<p><strong> Enhanced Language Support</strong>: Hebrew</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7182610211,71-25 Main Street,11367,1,Kew Gardens Hills,40,1033565,204263,mbasile@positivebeginnings.org,www.positivebeginnings.org,3,3,2,25QASG,apply
QASH,NYCEEC,Q,26,Jewish Institute of Queens,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7184800100,64-41 Utopia Parkway,11365,1,Fresh Meadows-Utopia,36,1041605,207940,queensganeinu@gmail.com,n/a,3,3,1,26QASH,apply
QASI,NYCEEC,Q,29,"Early Sunrise Preschool and Kindergarten, Inc.",,7187369064,187-10 Hillside Avenue,11432,1,Jamaica,28,1046637,199767,horna21547@aol.com,n/a,3,7,1,29QASI,apply
QASJ,NYCEEC,Q,28,North Side School,,7182986161,84-60 Parsons Boulevard,11432,1,Briarwood-Jamaica Hills,54,1037855,199043,david@nextstepcg.com,www.northside123.com,3,3,1,28QASJ,apply
QASK,NYCEEC,Q,30,Jackson Children's Services,"<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7187798800,3602 14th Street,11106,1,Queensbridge-Ravenswood-Long Island City,10,1001527,216166,jackdevctr@aol.com,www.jacksonchild.com,5,3,2,30QASK,apply
QASL,NYCEEC,Q,28,"Early Bird II Day Care Center, Inc.",,7187390884,90-05 161st Street,11432,1,Jamaica,30,1039908,196266,earlybird2preschool@gmail.com,n/a,3,2,1,28QASL,apply
QASM,NYCEEC,Q,30,CES Childcare,,7187099045,2-08 Astoria Boulevard,11102,1,Steinway,18,1009871,219456,info@clevelandedu.com,www.clevelandedunyc.com,3,3,1,30QASM,apply
QASN,NYCEEC,Q,27,Community Development Institute Head Start,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,3477322915,216 Beach 87th Street,11693,3,Hammels-Arverne-Edgemere,54,1036409,153574,cay141@gmail.com,n/a,3,3,1,27QASN,Info
QASP,NYCEEC,Q,24,Qing Sheng Wang GFDC,,7186513372,83-32 Cornish Avenue,11373,1,Elmhurst-Maspeth,12,1017254,209028,starpreschool80@yahoo.com,n/a,2,7,2,24QASP,apply
QASR,NYCEEC,Q,30,"A Child's Place Too, Inc.",,7185652170,100-10 Astoria Boulevard,11369,1,East Elmhurst,45,1020512,216900,linda@achildsplacetoo.com,www.achildsplacetoo.com,3,3,2,30QASR,apply
QAST,NYCEEC,Q,24,"ABC Preschool & Kindergarten Center, Corp",,7186722424,66-20 Laurel Hill Boulevard,11377,1,Elmhurst-Maspeth,80,1012442,208803,abc_preschool@yahoo.com,www.abcpreschoolny.com,3,3,1,24QAST,apply
QASU,NYCEEC,Q,24,Child Center of NY 2,<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,3472870175,3410 108th Street,11368,1,North Corona,73,1022846,214764,telvarivera@childcenterny.org,www.ccny.org,3,3,1,24QASU,apply
QASV,NYCEEC,Q,24,BWY Preschool,<p><strong> Enhanced Language Support</strong>: Spanish</p>,7182054855,7714 Roosevelt Avenue,11372,1,Elmhurst,138,1015158,211503,bwypreschool@gmail.com,www.bwypreschool.com,2,1,1,24QASV,apply
QASW,NYCEEC,Q,24,"Children's Big Apple, Inc.",,7185655311,3703 94th Street,11372,1,Jackson Heights,102,1019423,212710,angelblue1228@yahoo.com,n/a,5,6,2,24QASW,apply
QASX,NYCEEC,Q,24,"Children's Big Apple, Inc.",,7185655311,4126 Case Street,11376,1,Elmhurst,18,1019281,211405,marcushuang@aol.com,n/a,2,9,2,24QASX,apply
QASY,NYCEEC,Q,24,GRYC Little Stars at Notre Dame,,7184565437,6281 60th Place,11385,1,Ridgewood,36,1011078,198585,lstarsprek@thegryc.org,www.thegryc.org,3,3,2,24QASY,apply
QATA,NYCEEC,Q,24,J.C.'s Daywatch Pre-K,,7183813777,20 St. Johns Road,11385,1,Ridgewood,36,1009927,196789,jcsndaywatch@aol.com,n/a,5,9,1,24QATA,apply
QATB,NYCEEC,Q,24,Johnson's Academy LLC,,7185927289,9904 57th Avenue,11368,1,Corona,20,1023082,208335,aleimj@gmail.com,n/a,5,9,1,24QATB,apply
QATC,NYCEEC,Q,24,"Little Friends School Elmhurst, Inc.",<p><strong> Enhanced Language Support</strong>: Spanish</p>,7184585415,8503 Britton Avenue,11373,1,Elmhurst,38,1017318,210855,littlefriendschool@nyc.rr.com,www.elmhurstdaycare.com,2,7,1,24QATC,apply
QATD,NYCEEC,Q,30,Little Friends School Sunnyside,<p><strong> Enhanced Language Support</strong>: Spanish</p>,7187864644,43-42 47th Street,11104,1,Hunters Point-Sunnyside-West Maspeth,56,1007092,210378,trose72@yahoo.com,n/a,2,7,1,30QATD,apply
QATE,NYCEEC,Q,28,Center of Excellence Springfield Gardens Preschool,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7182768200,127-08 Merrick Boulevard,11434,1,St. Albans,74,1049437,187588,childcarenyc@aol.com,www.aoeschool.com,3,3,1,28QATE,apply
QATH,NYCEEC,Q,24,Maspeth Town Hall Preschool,,7183356049,5337 72nd Street,11378,1,Maspeth,40,1014082,205317,arychlowski@maspethtownhall.org,www.maspethtownhall.org,2,7,2,24QATH,apply
QATJ,NYCEEC,Q,24,Smiles GFDC Inc.,,9179433501,53-14 102nd Street,11368,1,Corona,12,1023269,209346,nancypolanco@gmail.com,n/a,5,9,3,24QATJ,apply
QATK,NYCEEC,Q,24,Ping Sheng Ye Group Family Day Care,,7186513372,8332 Cornish Avenue,11373,1,Elmhurst-Maspeth,12,1017254,209028,starpreschool80@yahoo.com,n/a,2,7,2,24QATK,apply
QATL,NYCEEC,Q,24,Rainbow Christian Preschool,,7183353361,7201 43rd Avenue,11377,1,Elmhurst-Maspeth,76,1014035,209646,rainbowchristianwoodside@gmail.com,www.rainbowchristian.com,3,3,1,24QATL,apply
QATM,NYCEEC,Q,24,Star America Preschool,,7183969739,80-07 Broadway,11373,1,Elmhurst,80,1016140,210320,staramerica11373@gmail.com,n/a,2,6,1,24QATM,apply
QATO,NYCEEC,Q,30,Long Island City YMCA,,2129122576,3223 Queens Boulevard,11101,1,Hunters Point-Sunnyside-West Maspeth,53,1002968,210624,swhite@ymcanyc.org,www.ymcanyc.org/lic,3,3,1,30QATO,apply
QATQ,NYCEEC,Q,25,Better Community Life DCC 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7184630403,13316 Roosevelt Avenue,11354,1,Flushing,36,1030285,215585,bcl21@verizon.net,n/a,3,7,2,25QATQ,apply
QATS,NYCEEC,Q,24,Therese Cervini ECDC Site I,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7184782169,3533 104th Street,11368,2,North Corona,117,1021891,214256,bcheco@ccbq.org,n/a,3,7,2,24QATS,apply
QATT,NYCEEC,Q,25,Preschool R Us,<p><strong> Enhanced Language Support</strong>: Chinese</p>,7188881958,150-15 41st Avenue,11354,1,Murray Hill,38,1035836,217254,preschoolrus88@gmail.com,n/a,3,7,1,25QATT,apply
QATU,NYCEEC,Q,25,Jack & Jill School,,7187621218,4323 Colden Street,11355,1,Flushing,72,1032787,213439,jackjill1@aol.com,www.jackandjillschools.com,3,7,1,25QATU,apply
QATV,NYCEEC,Q,25,Happy Dragon Children's Learning Center Site 2,,7184458382,14330 Cherry Avenue,11355,1,East Flushing,51,1034241,214758,cherry@happydragonschool.com,www.happydragonschool.com,7,7,1,25QATV,apply
QATX,NYCEEC,Q,25,Immanuel Creative,,7184609991,16315 Oak Avenue,11358,1,East Flushing,38,1038593,212532,geniusd25@gmail.com,www.immanuelgenius.com,3,3,1,25QATX,apply
QATY,NYCEEC,Q,25,International Nursery School,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7183530932,171-39 Northern Boulevard,11358,1,Murray Hill,40,1041129,215426,insschool@yahoo.com,www.internationalnurseryschool.com,3,3,1,25QATY,apply
QATZ,NYCEEC,Q,25,"Judi's Nursery, Inc.",<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7185201324,15005 70th Road,11367,1,Kew Gardens Hills,60,1034652,205262,judisnursery@gmail.com,n/a,3,3,1,25QATZ,apply
QAUA,NYCEEC,Q,25,Kon Wah Day School,<p><strong> Enhanced Language Support</strong>: Chinese</p>,7183534388,13527 38th Avenue,11354,2,Flushing,126,1030794,216351,konwahflushing@yahoo.com,n/a,2,3,1,25QAUA,apply
QAUB,NYCEEC,Q,25,"New Milestone, Inc.",,7183801978,15813 72nd Avenue,11365,1,Pomonok-Flushing Heights-Hillcrest,40,1036683,204513,new.milestone@yahoo.com,n/a,2,7,1,25QAUB,apply
QAUC,NYCEEC,Q,25,Pee Wee Folks,"<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7187466107,1245 Clintonville Street,11357,1,Whitestone,40,1036355,227214,mgembressi@aol.com,www.peeweefolkspreschool.com,2,2,1,25QAUC,apply
QAUD,NYCEEC,Q,25,Precious Moments,,7187676655,1102 Clintonville Street,11357,1,Whitestone,18,1036158,227835,preciousmoments2@verizon.net,www.preciousmomentsnursery.com,5,1,1,25QAUD,apply
QAUE,NYCEEC,Q,25,"Ready, Set, Grow Child Center, LLC",,7188887871,13616 31st Road,11354,1,Flushing,40,1030774,219661,readysetgrowccc@yahoo.com,www.readysetgrowccc.com,3,6,1,25QAUE,apply
QAUG,NYCEEC,Q,25,Sharon Nursery,,7185398467,14515 34th Avenue,11354,1,Murray Hill,34,1033447,218795,sharon_nursery@yahoo.com,www.sharonnurseryny.com,2,7,1,25QAUG,apply
QAUH,NYCEEC,Q,25,The Corner School,,7184452811,15003 Bayside Avenue,11354,1,Murray Hill,18,1035310,220418,baysidetcs@aol.com,www.thecornerschool.com,3,7,1,25QAUH,apply
QAUJ,NYCEEC,Q,25,Martin L. King Jr. Mem DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7188863165,3606 Prince Street,11354,1,Flushing,20,1030483,216971,mlkdcc@hotmail.com,n/a,7,7,2,25QAUJ,apply
QAUK,NYCEEC,Q,26,Chabad Early Learning Center,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7182791457,21212 26th Avenue,11360,1,Bayside-Bayside Hills,53,1045879,222879,dina@chabadnequeens.com,www.chabadnequeens.com,3,3,1,26QAUK,apply
QAUL,NYCEEC,Q,26,Community Church of Douglaston,,7187671961,3950 Douglaston Parkway,11363,1,Douglas Manor-Douglaston-Little Neck,30,1053502,220033,eccdflynn@yahoo.com,n/a,7,3,1,26QAUL,apply
QAUM,NYCEEC,Q,26,Home Sweet Home Children's School,,7183579738,19617 53rd Avenue,11365,1,Auburndale,54,1044609,211759,homesweethomeschool@msn.com,www.homesweethomechildrensschool.org,3,7,1,26QAUM,apply
QAUN,NYCEEC,Q,26,Jack & Jill II,,7189398687,6805 Fresh Meadow Lane,11365,1,Fresh Meadows-Utopia,36,1041179,206552,mirna_p_ramos@yahoo.com,www.jackandjillschools.com,3,2,1,26QAUN,apply
QAUO,NYCEEC,Q,26,Noah's Ark Progressive Learning Center,,7182794251,3820 Bell Boulevard,11361,1,Bayside-Bayside Hills,40,1047306,218502,noahsarkschool@aol.com,www.noahsarkschool.com,3,3,1,26QAUO,apply
QAUQ,NYCEEC,Q,25,YAI/NYL Clearview School Annex,"<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7183520104,12307 22nd Avenue,11356,1,College Point,18,1027196,223548,hilary.tischenkel@yai.org,www.yai.org,2,3,2,25QAUQ,apply
QAUS,NYCEEC,Q,26,Lutheran Schools of Flushing and Bayside,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7182255502,3601 Bell Boulevard,11361,1,Bayside-Bayside Hills,54,1047082,219090,info@lsfb.org,www.lsfb.org,7,3,1,26QAUS,apply
QAUT,NYCEEC,Q,26,All My Children Day Care 2,<p><strong> Enhanced Language Support</strong>: Hebrew</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7185766812,16907 Jewel Avenue,11365,1,Pomonok-Flushing Heights-Hillcrest,12,1039600,205845,sbabaev@amcearlylearn.com,www.allmychildrendaycare.com,3,3,1,26QAUT,apply
QAUW,NYCEEC,Q,27,Alpha Kappa Alpha Epsilon Pi Omega DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183225242,14406 Rockaway Boulevard,11420,1,Baisley Park,46,1041243,184803,akadaycare@aol.com,n/a,3,3,2,27QAUW,apply
QAVB,NYCEEC,Q,27,"Bev's Kiddie Daycare, Inc.",,7188503083,10145 113th Street,11419,1,Richmond Hill,12,1031171,190045,bevkiddie@verizon.net,www.bevkiddiebiz.com,3,7,2,27QAVB,apply
QAVC,NYCEEC,Q,27,Blanche Community Progress DCC #2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7184717881,4402 Beach Channel Drive,11691,1,Hammels-Arverne-Edgemere,80,1046497,156374,williamsflorence@hotmail.com,n/a,3,7,1,27QAVC,apply
QAVD,NYCEEC,Q,27,Community and Family Head Start,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>",7184717970,4105 Beach Channel Drive,11691,1,Hammels-Arverne-Edgemere,68,1047290,156420,tessbissetta@gmail.com,n/a,3,7,2,27QAVD,apply
QAVE,NYCEEC,Q,27,De Anna Learning Center,,7188471310,9140 120th Street,11418,1,Richmond Hill,24,1032083,192677,deannagroup@aol.com,n/a,3,3,2,27QAVE,apply
QAVF,NYCEEC,Q,27,Cuomo First Step,,7184415333,11515 101st Ave,11419,1,Richmond Hill,27,1031636,190369,elizabeth.recine@heartshare.org,www.heartshare.org,3,7,2,27QAVF,apply
QAVG,NYCEEC,Q,27,Russo First Step,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7188057117,11801 101st Avenue,11419,1,Richmond Hill,16,1032302,190620,martha.kuszek@heartshare.org,www.heartshare.org,2,6,2,27QAVG,apply
QAVH,NYCEEC,Q,27,Hammel CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7184743162,82-10 Rockaway Beach Boulevard,11693,1,Hammels-Arverne-Edgemere,29,1037427,153516,hammelccc@verizon.net,n/a,3,7,1,27QAVH,apply
QAVI,NYCEEC,Q,27,Little Tots Red Wagon,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7189451484,20428 Rockaway Point Boulevard,11697,1,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,53,1008088,143628,littletotsred@aol.com,n/a,7,3,1,27QAVI,apply
QAVJ,NYCEEC,Q,27,JFKidsport,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7185535437,JFK Airport Building 350,11430,1,JFK Airport,40,1047299,178194,jfkidsport@hotmail.com,www.jfkidsport.com,2,7,1,27QAVJ,apply
QAVO,NYCEEC,Q,27,Omega Psi Phi Fraternity,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183229671,12310 143rd Street,11436,1,Baisley Park,36,1040913,185089,omegaecec@gmail.com,n/a,3,3,2,27QAVO,apply
QAVP,NYCEEC,Q,27,On Our Way Learning Center,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7188682961,264 Beach 19th Street,11691,1,Far Rockaway-Bayswater,20,1052789,156833,jkaplan@onourwaylc.org,www.onourwaylc.org,3,7,1,27QAVP,apply
QAVS,NYCEEC,Q,27,Saint John's Lutheran Church,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7184413611,8620 114th Street,11418,1,Richmond Hill,20,1029930,194022,imnmontalvo@hotmail.com,n/a,3,3,1,27QAVS,apply
QAVU,NYCEEC,Q,29,"St. Albans Montessori Day Care Center, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183415945,118-49 Montauk Street,11412,1,St. Albans,72,1049767,190144,rhogans@samaol.com,n/a,2,3,1,29QAVU,apply
QAVV,NYCEEC,Q,27,Up the Ladder,,7188434913,8011 101st Avenue,11416,1,Woodhaven,28,1023560,187336,gonzalezmarga@aol.com,n/a,3,7,2,27QAVV,apply
QAVW,NYCEEC,Q,27,West End Temple Nursery School,,7183180030,14702 Newport Avenue,11694,1,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,30,1021912,148077,westendupk@westendtemple.org,www.westendtemple.org,3,3,2,27QAVW,apply
QAVY,NYCEEC,Q,27,Nayda Day Care,<p><strong> Enhanced Language Support</strong>: Hindi</p>,7188058893,9734 108th Street,11419,1,Richmond Hill,12,1029669,190216,islamislam22@aol.com,n/a,3,7,2,27QAVY,apply
QAVZ,NYCEEC,Q,27,Nayda Day Care II,<p><strong> Enhanced Language Support</strong>: Hindi</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188058893,9736 108th Street,11419,1,Richmond Hill,12,1029670,190216,islamislam22@aol.com,n/a,3,7,2,27QAVZ,apply
