LOCCODE,PREK_TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
QASU,NYCEEC,Q,The Child Center of NY 2,,(347) 287-0175,3410 108th Street,11368,1,73,1022787,214732,telvarivera@childcenterny.org,www.ccny.org,3,3,1,24QASU
QASV,NYCEEC,Q,BWY preschool,,(718) 205-4855,7714 Roosevelt Avenue,11372,2,80,1015231,211446,bwypreschool@gmail.com,www.bwypreschool.com,2,1,1,24QASV
QASW,NYCEEC,Q,"CHILDREN'S BIG APPLE, INC.",,(718) 565-5311,3703 94th Street,11372,3,180,1019464,212789,angelblue1228@yahoo.com,,8,6,2,24QASW
QASX,NYCEEC,Q,"CHILDREN'S BIG APPLE, INC.",,(718) 565-5311,4126 Case Street,11376,3,36,1019264,211355,marcushuang@aol.com,,8,7,2,24QASX
QASY,NYCEEC,Q,GRYC Little Stars @ Notre Dame,,(718) 456-5437,6281 60th Place,11385,1,36,1011175,198534,lstarsprek@thegryc.org,www.thegryc.org,3,3,2,24QASY
QATA,NYCEEC,Q,J.C. DAYWATCH Day Care,,(718) 381-3777,20 Saint Johns Road,11385,2,72,1009900,196751,jcsndaywatch@aol.com,,3,6,1,24QATA
QATB,NYCEEC,Q,JOHNSON'S ACADEMY LLC,,(718) 592-7289,9904 57th Avenue,11368,3,54,1023255,208333,thejohnsonpreschool@gmail.com,,2,6,1,24QATB
QATC,NYCEEC,Q,"LITTLE FRIENDS SCHOOL ELMHURST, INC.",,(718) 458-5415,8503 Britton Avenue,11373,3,58,1017265,210883,littlefriendschool@nyc.rr.com,www.elmhurstdaycare.com,2,7,1,24QATC
QATD,NYCEEC,Q,"Little Friends School, Sunnyside",,(718) 786-4644,4342 47th  Street,11104,6,112,1007013,210182,littlefriendssunnyside@gmail.com,,3,7,1,30QATD
QATE,NYCEEC,Q,Center of Excellence Springfield Gardens Preschool,,(718) 276-8200,127-08 Merrick Blvd.,11434,1,54,1049436,187492,childcarenyc@aol.com,www.aoeschool.com,3,7,1,28QATE
QATH,NYCEEC,Q,MASPETH TOWN HALL PRESCHOOL,,(718) 335-6049,5337 72nd Street,11378,1,40,1014147,205387,arychlowski@maspethtownhall.org,www.maspethtownhall.org,2,7,2,24QATH
QATJ,NYCEEC,Q,NANCY POLANCO /SMILES DAY CARE,,(718) 592-9047,5314 102nd Street,11368,3,36,1023295,209240,smilesgfdcinc@gmail.com,,3,7,2,24QATJ
QATK,NYCEEC,Q,Ping Sheng Ye Group Family Day Care,,(917) 853-4865,8332 Cornish Avenue,11373,1,12,1017379,209073,starpreschool80@yahoo.com,,2,7,1,24QATK
QATL,NYCEEC,Q,RAINBOW CHRISTIAN PRESCHOOL,,(718) 335-3361,7201 43rd Avenue,11377,2,60,1014059,209714,rainbowchristianwoodside@gmail.com,www.rainbowchristian.com,3,3,1,24QATL
QATM,NYCEEC,Q,Star America Preschool,,(718) 396-9739,"80-07 Broadway, 2/F",11373,1,80,1016236,210336,staramerica11373@gmail.com,,2,6,1,24QATM
QATO,NYCEEC,Q,Long Island City YMCA,,(212) 912-2576,3223 Queens Boulevard,11101,6,88,1003018,210744,npolanco2@YMCAnyc.org,www.licymca.org,3,2,1,30QATO
QATQ,NYCEEC,Q,Better community Life DCC 2,,(718) 463-0403,13316 Roosevelt Avenue,11354,1,42,1030465,215487,bcl21@verizon.net,,3,7,2,25QATQ
QATS,NYCEEC,Q,Therese Cervini ECDC Site I,,(718) 478-2169,3533 104th Street,11368,3,50,1021997,214102,bcheco@ccbq.org,,3,7,2,24QATS
QATT,NYCEEC,Q,Preschool R Us,,(718) 888-1958,150-15 41st Avenue,11354,1,38,1035902,217337,Preschoolrus88@gmail.com,,3,7,1,25QATT
QATU,NYCEEC,Q,"EVBO, INC. D/B/A JACK & JILL NURSERY SCHOOL",,(718) 762-1218,4323 Colden Street,11355,1,72,1032797,213598,JackJill1@aol.com,www.jackandjillschools.com,3,7,1,25QATU
QATV,NYCEEC,Q,HAPPY DRAGON PRESCHOOL,,(718) 445-8382,14330 Cherry Avenue,11355,1,51,1034317,214730,cherry@happydragonschool.com,www.happydragonschool.com,7,7,1,25QATV
QATW,NYCEEC,Q,HAPPY DRAGON CHILDREN'S LEARNING CENTER SITE 2,,(718) 445-1575,30-004 146th Street,11354,4,18,1033532,220051,jane@happydragonschool.com,,3,7,1,25QATW
QATX,NYCEEC,Q,IMMANUEL CREATIVE,,(718) 460-9991,16315 Oak Avenue,11358,1,38,1038625,212577,geniusd25@gmail.com,www.immanuelgenius.com,3,4,1,25QATX
QATY,NYCEEC,Q,INTERNATIONAL NURSERY SCHOOL,,(718) 353-0932,171-39 Northern Boulevard,11358,1,40,1041195,215505,INSSchool@yahoo.com,www.InternationalNurserySchool.com,3,3,1,25QATY
QATZ,NYCEEC,Q,"JUDI'S NURSERY, INC.",,(718) 520-1324,15005 70th Road,11367,1,60,1034672,205384,judisnursery@gmail.com,,3,3,1,25QATZ
QAUA,NYCEEC,Q,KON WAH DAY SCHOOL,,(718) 353-4388,13527 38th Avenue 2nd Floor,11354,2,54,1030841,216418,konwahflushing@yahoo.com,,2,3,1,25QAUA
QAUB,NYCEEC,Q,"NEW MILESTONE, INC.",,(718) 380-1978,15813 72nd Avenue,11365,1,40,1036680,204574,new.milestone@yahoo.com,,2,7,1,25QAUB
QAUC,NYCEEC,Q,PEE WEE FOLKS,,(718) 746-6107,1245 Clintonville Street,11357,1,40,1036415,227204,mgembressi@aol.com,www.peeweefolkspreschool.com,2,2,1,25QAUC
QAUD,NYCEEC,Q,PRECIOUS MOMENTS,,(718) 767-6655,1102 Clintonville Street,11357,1,18,1036136,227743,preciousmoments2@verizon.net,www.preciousmomentsnursery.com,5,1,1,25QAUD
QAUE,NYCEEC,Q,"READY, SET, GROW CHILD CENTER, LLC.",,(718) 888-7871,13616 31st Road,11354,1,40,1030800,219622,readysetgrowccc@yahoo.com,www.readysetgrowccc.com,3,6,1,25QAUE
QAUG,NYCEEC,Q,SHARON NURSERY,,(718) 539-8467,14515 34th Avenue,11354,1,34,1033498,218874,sharon_nursery@yahoo.com,www.sharonnurseryny.com,2,7,1,25QAUG
QAUH,NYCEEC,Q,THE CORNER SCHOOL,,(718) 445-2811,15003 Bayside Avenue,11354,1,18,1035326,220479,baysidetcs@aol.com,www.thecornerschool.com,3,7,1,25QAUH
QAUJ,NYCEEC,Q,Martin l. King Jr. Mem DCC,,(718) 886-3165,3606 Prince Street,11354,1,20,1030417,216965,mlkdcc@hotmail.com,,7,7,2,25QAUJ
QAUK,NYCEEC,Q,CHABAD EARLY LEARNING CENTER,,(718) 279-1457,21212 26th Avenue,11360,1,36,1045927,222814,Dina@chabadnequeens.com,Www.chabadnequeens.com,3,3,1,26QAUK
QAUL,NYCEEC,Q,COMMUNITY CHURCH OF DOUGLASTON,,(718) 767-1961,3950 Douglaston Parkway,11363,1,30,1053391,219671,Upkofdouglaston@gmail.com,,7,3,1,26QAUL
QAUM,NYCEEC,Q,Home Sweet Home Children's School,,(718) 357-9738,19617 53 Ave,11365,1,54,1044604,211822,homesweethomeschool@msn.com,www.homesweethomechildrensschool.org,3,7,1,26QAUM
QAUN,NYCEEC,Q,JACK & JILL II,,(718) 939-8687,6805 Fresh Meadow Lane,11365,1,36,1041220,206562,mirna_p_ramos@yahoo.com,www.JackandJillSchools.com,3,2,1,26QAUN
QAUO,NYCEEC,Q,NOAH'S ARK PROGRESSIVE LEARNING CENTER,,(718) 279-4251,3820 Bell Boulevard,11361,1,40,1047310,218308,noahsarkschool@aol.com,www.noahsarkschool.com,3,3,1,26QAUO
QAUQ,NYCEEC,Q,YAI/ NYL CLEARVIEW SCHOOL ANNEX,,(718) 352-0104,12307 22nd Avenue,11356,4,18,1027226,223599,brenda.cruz@yai.org,www.yai.org,2,2,2,25QAUQ
QAUS,NYCEEC,Q,The Lutheran Schools of Flushing and Bayside,,(718) 225-5502,3601 Bell Boulevard,11361,1,36,1047142,219122,info@LSFB.org,www.LSFB.org,7,3,1,26QAUS
QAUT,NYCEEC,Q,All My Children Day Care 2,,(718) 454-5600,16907 Jewel Avenue,11365,1,12,1039699,205916,jashkenazy@amcearlylearn.com,www.allmychildrendaycare.com,3,7,1,26QAUT
QAUW,NYCEEC,Q,Alpha Kappa Alpha Epsilon Pi Omega DCC,,(718) 322-6242,14406 Rockaway Boulevard,11420,1,46,1041245,184720,akadaycare@aol.com,,3,3,1,27QAUW
QAVB,NYCEEC,Q,"Bev's Kiddie Daycare, Inc.",,(718) 850-3083,10145 113th Street,11419,1,12,1031332,189727,Bevkiddie@verizon.net,www.Bevkiddiebiz.com,3,7,2,27QAVB
QAVC,NYCEEC,Q,Blanche Community Progress DCC#2,,(718) 471-7881,4402 Beach Channel Drive,11691,1,80,1046424,156441,williamsflorence@hotmail.com,www.blanchecommunity.com,3,7,1,27QAVC
QAVD,NYCEEC,Q,Community and Family Head Start,,(718) 471-7970,4105 Beach Channel Drive,11691,1,75,1047279,156339,mariposa3.13@hotmail.com,,3,7,2,27QAVD
QAVE,NYCEEC,Q,DE ANNA LEARNING CENTER,,(718) 847-1310,9140 120th Street,11418,1,24,1032071,192519,deannagroup@aol.com,,3,3,2,27QAVE
QAVF,NYCEEC,Q,CUOMO FIRST STEP,,(718) 441-5333,11515 101st Ave,11419,2,27,1031686,190450,elizabeth.recine@heartshare.org,www.heartshare.org,3,7,2,27QAVF
QAVG,NYCEEC,Q,RUSSO FIRST STEP,,(718) 805-7117,11801 101st Avenue,11419,1,16,1032285,190674,mildred.agate@heartshare.org,www.heartshare.org,2,6,2,27QAVG
QAVH,NYCEEC,Q,Hammel CCC,,(718) 474-3162,82-10 Rockaway Beach Blvd,11693,1,18,1037479,153642,HammelCCC@verizon.net,,3,7,1,27QAVH
QAVI,NYCEEC,Q,Littl Tots Red Wagon,,(718) 945-1484,20428 Rockaway Point Boulevard,11697,1,36,1008019,143772,littletotsred@aol.com,,7,3,2,27QAVI
QAVJ,NYCEEC,Q,JFKIDSPORT,,(718) 553-5437,JFK Airport Building 350,11430,1,36,1047995,178209,jfkidsport@hotmail.com,www.jfkidsport.com,2,7,1,27QAVJ
QAVL,NYCEEC,Q,JHELC @ Ozone Park,,(718) 310-0910,8105 101st Avenue,11416,3,60,1023715,187456,michig29@hotmail.com,,5,9,3,27QAVL
QAVO,NYCEEC,Q,Omega Psi Phi Fraternity,,(718) 322-9671,12310 143rd Street,11436,1,34,1040835,185019,omegaecec@gmail.com,,3,4,1,27QAVO
QAVP,NYCEEC,Q,ON OUR WAY LEARNING CENTER,,(718) 868-2961,264 Beach 19 Street,11691,1,20,1052893,156945,sungar@onourwaylc.org,www.onourwaylc.org,7,3,2,27QAVP
QAVS,NYCEEC,Q,SAINT JOHN'S LUTHERAN CHURCH,,(718) 441-3611,8620 114th Street,11418,1,20,1029911,193883,imnmontalvo@hotmail.com,,3,3,1,27QAVS
QAVV,NYCEEC,Q,UP THE LADDER,,(718) 843-4913,8011 101st Avenue,11416,3,84,1023528,187386,gonzalezmarga@aol.com,,3,7,2,27QAVV
QAVW,NYCEEC,Q,WEST END TEMPLE NURSERY SCHOOL,,(718) 318-0030,14702 Newport Avenue,11694,1,30,1021796,148140,westendupk@westendtemple.org,www.westendtemple.org,3,3,2,27QAVW
QAVY,NYCEEC,Q,NAYDA Day Care,,(718) 805-8893,9734 108th Street,11419,3,36,1029688,189977,islamislam22@aol.com,,3,7,2,27QAVY
QAVZ,NYCEEC,Q,NAYDA Day Care II,,(718) 805-8893,9736 108th Street,11419,3,36,1029694,189963,islamislam22@aol.com,,3,7,2,27QAVZ
QAWA,NYCEEC,Q,A TO Z LEARNING CENTER,,(718) 805-4400,123-21 Jamaica Avenue,11418,3,87,1032308,194686,atozcenter@yahoo.com,,3,3,1,28QAWA
QAWC,NYCEEC,Q,PACCOR KIDS,,(718) 525-9620,11817 Guy R. Brewer Boulevard,11434,3,36,1044665,188289,Mrodri228@gmail.com,www.paccorpreschool.wix.com/paccorpreschool,3,8,1,28QAWC
QAWG,NYCEEC,Q,BRIGHT BEGINNINGS PRE-SCHOOL,,(718) 297-6767,8625 162nd Street,11432,1,58,1039416,198013,brightbeginningsjamaica@gmail.com,www.brightbeginningschildcenter.com,3,6,1,28QAWG
QAWH,NYCEEC,Q,CENTRAL QUEENS YM & YWHA,,(718) 268-5011,67-09 108th Street,11375,2,36,1026604,204822,asolomonia@cqy.org,www.cqy.org,7,3,1,28QAWH
QAWK,NYCEEC,Q,SHOLOM SHOLOM Inc.,,(718) 850-2934,11666 Park Lane South,11415,1,36,1029567,197371,sholomdaycare@aol.com,,3,7,1,28QAWK
QAWM,NYCEEC,Q,REGO PARK DAY SCHOOL,,(718) 897-0693,6344 Wetherole Street,11374,1,54,1021810,204581,Mjoseph481@aol.com,,7,7,2,28QAWM
QAWO,NYCEEC,Q,ICCD,,(718) 263-1587,98-02 62nd Drive,11374,1,41,1023153,206307,rkontner@iccd.com,www.iccd.com,5,2,1,28QAWO
QAWQ,NYCEEC,Q,FOREST HILLS CHILD CARE CENTER,,(718) 263-5730,108-05 68th Road,11375,1,18,1026956,204028,Natanielova@jccany.org,www.jccany.org,3,7,1,28QAWQ
QAWS,NYCEEC,Q,Playmates,,(718) 845-4973,131-13 Liberty Avenue,11419,3,36,1035672,190877,playmatesnurseryinc@gmail.com,,3,7,1,28QAWS
QAWT,NYCEEC,Q,Afro-American Parents Educational Center Site 2,,(718) 322-9080,11206 Sutphin Boulevard,11435,4,36,1041167,189650,bev11435@yahoo.com,,3,3,1,28QAWT
QAWU,NYCEEC,Q,"SUNSHINE SCHOOL, LLC.",,(718) 468-9000,9110 146th Street,11435,2,40,1037203,194623,sbisnauth@sunshineschool.org,www.sunshineschool.org,3,4,1,28QAWU
QAWW,NYCEEC,Q,"PICKWICK SCHOOL, INC.",,(718) 526-1340,15115 85th Drive,11432,1,30,1037832,197999,pickwickschool@gmail.com,www.pickwickschool.com,7,7,1,28QAWW
QAWX,NYCEEC,Q,APPLE TREE NURSERY SCHOOL,,(718) 374-0002,8225 164th Street,11432,1,18,1038730,201187,cheller@queenscp.org,,7,3,1,29QAWX
QAWY,NYCEEC,Q,CCS MONTESSORI CENTER,,(718) 276-9538,16527 Baisley Boulevard,11434,3,50,1045845,187083,ccsyoung@gmail.com,,2,3,1,28QAWY
QAWZ,NYCEEC,Q,All My Children Day Care (69th Ave),,(718) 658-1563,10822 69th Avenue,11375,1,18,1027345,203477,info@amcearlylearn.com,www.allmychildrendaycare.com,3,7,1,28QAWZ
QAXC,NYCEEC,Q,All My Children Day Care (Mayfield),,(718) 658-1563,17544 Mayfield Road,11432,1,36,1042639,200485,info@allmychildrendaycare.com,www.allmychildrendaycare.com,5,7,1,29QAXC
QAXD,NYCEEC,Q,"Blanche Community Progress Day Care Center, Inc.",,(718) 479-1800,10960 202nd Street,11412,1,47,1052014,196609,blancheelc@gmail.com,,3,3,1,29QAXD
QAXF,NYCEEC,Q,Committee for Early Childhood Development,,(718) 464-2422,193-04 Jamaica Avenue,11423,1,94,1048844,199116,MBAFUNSO@MSN.COM,www.cecdhs.org,3,3,1,29QAXF
QAXH,NYCEEC,Q,Good Foundation Preschool,,(347) 620-3295,196-04 Linden Boulevard,11412,1,18,1052028,191950,cjfound94@gmail.com,,5,9,3,29QAXH
QAXI,NYCEEC,Q,Queens Early Childhood Center,,(212) 616-1851,14502 Farmers Boulevard,11434,3,36,1048662,182101,marjory.antoine@birchfamilyservices.org,www.birchfamilyservices.org,2,3,2,29QAXI
QAXK,NYCEEC,Q,Kids Circle Daycare,,(718) 380-1280,164-04 Goethals Avenue,11432,1,20,1038694,201346,thekidscircle@aol.com,www.kidscircledaycare.com,3,7,1,29QAXK
QAXL,NYCEEC,Q,LAURELTON DAY CARE,,(718) 712-1860,14119 224th Street,11413,1,40,1053224,183130,laureltondaycare@aol.com,www.Laureltonacademy.net,3,7,1,29QAXL
QAXN,NYCEEC,Q,Montessori Progressive,,(718) 723-3967,19503 Linden Boulevard,11412,1,72,1051671,192003,Montessori1989@verizon.net,,3,3,1,29QAXN
QAXO,NYCEEC,Q,Sandra's Sunflower Child Care,,(347) 454-9079,90-16 Sutphin Boulevard,11435,1,44,1037353,195270,sandrasunflowerchildcare@gmail.com,www.sandrasunflower.com,3,6,2,28QAXO
QAXQ,NYCEEC,Q,OUR SAVIOUR LUTHERAN,,(718) 739-7452,90-04 175th Street,11432,2,20,1043333,197890,oursaviourdirector@gmail.com,www.oursaviourjamaica.com,7,3,2,29QAXQ
QAXV,NYCEEC,Q,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,,(718) 465-3252,9210 217th Street,11428,2,36,1055738,202583,redeemernurseryschool@gmail.com,www.redeemerqv.org,7,3,2,29QAXV
QAYB,NYCEEC,Q,Charles R Drew ELC 1,,(718) 740-2400,10945 207th Street,11429,1,53,1053511,197278,crddcc@aol.com,www.charlesrdrewforsuccess.org,3,7,2,29QAYB
QAYD,NYCEEC,Q,South Jamaica Center for Children and Parents Inc. Center 2,,(718) 523-6455,94-43 160th Street,11433,1,48,1040262,194912,acanteysjc@aol.com,,3,1,1,28QAYD
QAYE,NYCEEC,Q,Quick Start Day Care Center,,(718) 978-0800,118-46 Riverton Street,11412,1,34,1049910,190389,quickdayc@aol.com,,3,3,1,29QAYE
QAYG,NYCEEC,Q,ALL CHILDREN'S CHILD CARE (31st Ave),,(718) 777-2011,32-04 31st Avenue (cellar),11106,1,40,1005693,217526,nycdaycare24@aol.com,www.allchildrenschildcare.org,3,3,2,30QAYG
QAYH,NYCEEC,Q,ALL CHILDREN'S CHILD CARE (24th St),,(718) 707-0501,3501 24th Street,11106,1,60,1002858,216153,NYCDaycare24@aol.com,www.allchildrenschildcare.org,3,6,1,30QAYH
QAYI,NYCEEC,Q,BRITE ADVENTURE CENTER (30th St),,(718) 777-6664,4922 30th Avenue,11377,1,20,1009936,216204,nycdaycare24@aol.com,,3,6,1,30QAYI
QAYJ,NYCEEC,Q,BRITE ADVENTURE CENTER (58th St),,(718) 274-4769,4131 58th Street,11377,1,40,1010067,210253,nycdaycare@aol.com,,3,5,2,30QAYJ
QAYK,NYCEEC,Q,CHRIST EVANGELICAL LUTHERAN CHURCH,,(718) 205-1425,3357 58th Street,11377,3,36,1011041,213291,sloweclc@gmail.com,www.christchurchwoodside.com,8,1,1,30QAYK
QAYL,NYCEEC,Q,82nd Street Academics,,(718) 457-0429,8110 35th Avenue,11372,1,80,1016029,213057,Carolyn.Hurtado@82ndst.com,www.preknyc.com,2,3,1,30QAYL
QAYN,NYCEEC,Q,JACKSON'S CHILDREN'S SERVICES,,(718) 779-8800,3136 88th Street,11369,7,15,1017376,215709,jackdevctr@aol.com,www.jacksonchild.com,5,3,2,30QAYN
QAYP,NYCEEC,Q,Kid Krazy @ 21st Avenue,,(718) 545-5728,2125 21 Avenue,11105,1,18,1008100,224198,kdkrzyprschl@aol.com,www.kidkrazypreschool.com,7,6,1,30QAYP
QAYT,NYCEEC,Q,QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,,(718) 728-4164,2136 33rd Road,11106,3,17,1003153,217260,hevarsam@queensviewschool.com,www.queensviewschool.com,8,7,1,30QAYT
QAYU,NYCEEC,Q,RAINBOWLAND NURSERY SCHOOL,,(718) 899-7590,3960 54th Street,11377,1,36,1009194,211347,info@rainbowlandschool.org,,2,7,1,30QAYU
QAYV,NYCEEC,Q,RAINBOWLAND NURSERY SCHOOL,,(718) 803-1728,3311 77th Street,11372,1,16,1014792,214233,info@rainbowlandschool.org,,2,7,1,30QAYV
QAYW,NYCEEC,Q,SAINT FRANCIS OF ASSISI SCHOOL,,(718) 726-9405,2118 46th Street,11105,4,54,1011680,220497,lnealis@sfaschool.org,www.sfaschool.org,3,3,1,30QAYW
QAYX,NYCEEC,Q,St. Joseph School,,(718) 728-0724,28-46 44th Street,11103,1,72,1008746,217246,jsgritto@stjosephsch.org,www.stjosephsch.org,3,1,1,30QAYX
QAYZ,NYCEEC,Q,ATONEMENT PRE-SCHOOL,,(718) 639-6074,3061 87th Street,11369,1,36,1017149,216191,AWalbrodt@aol.com,,2,8,2,30QAYZ
QAZC,NYCEEC,Q,PAL Western Queens,,(718) 784-2092,1026 41st Avenue,11101,4,36,999430,214286,vrichardson@palnyc.org,www.palnyc.org,3,7,1,30QAZC
QAZV,NYCEEC,Q,Macedonia Child Development Center,,(718) 939-6060,3722 Union Street,11354,1,18,1032033,216864,huynh357@aol.com,,3,2,2,25QAZV
QAZW,NYCEEC,Q,LA GUARDIA COMMUNITY COLLEGE PRE-SCHOOL,,(718) 482-5295,3110 Thomson Avenue,11101,1,36,1002286,210576,mflor@lagcc.cuny.edu,,2,3,1,24QAZW
QBAA,NYCEEC,Q,"Sunshine Daycare Center, Inc.",,(718) 353-1800,"34-57A Francis Lewis Blvd, #2A",11358,3,15,1042858,218059,sunshinedaycareny@yahoo.com,,4,4,1,26QBAA
QBAB,NYCEEC,Q,"MONA PREP Day Care, INC.",,(718) 525-8555,24115 North Conduit Avenue,11422,1,52,1057456,182294,monaprepdaycare@aol.com,www.monaprepdaycare.com,3,7,1,29QBAB
QBAC,NYCEEC,Q,Cambria Center for the Gifted Child,,(718) 341-1991,233-10 Linden Boulevard,11411,1,50,1059516,191077,gchung@ccgcschool.org,www.cambriacenter-giftedchild.org,2,3,1,29QBAC
QBAE,NYCEEC,Q,Be Above 9 (Be Above Worldwide Head Start),,(718) 651-0227,6005 Woodhaven Boulevard,11373,1,40,1019947,205688,evogel@babove.com,,3,7,2,28QBAE
QBAF,NYCEEC,Q,SAMUEL FIELD YM & YWHA (BAYSIDE),,(718) 423-6111,212-00 23rd Avenue,11360,1,54,1045832,223897,brichman@sfy.org,www.sfy.org,7,3,1,25QBAF
QBAJ,NYCEEC,Q,Community Nursery School COTH,,(718) 539-0732,167-07 35th Avenue,11358,1,18,1040140,218148,reginacoth@gmail.com,www.COTHCommunityNursery.com,3,7,2,25QBAJ
QBBC,NYCEEC,Q,Irene Kouba,,(718) 229-5050,1650 Utopia Parkway,11357,1,38,1041051,224549,info@northside123.com,www.Northside123.com,3,4,1,25QBBC
QBBE,NYCEEC,Q,Our Kids Place Country Day,,(718) 276-3722,137-25 Brookville Blvd.,11422,1,54,1057476,183228,Lpeters@ourkidsplacecares.com,www.ourkidsplacecares.com,3,2,1,29QBBE
QBBF,NYCEEC,Q,Divine Wisdom Catholic Academy Douglaston,,(718) 631-3153,45-11 245th Street,11363,1,36,1056050,218111,dwisdom@dwcaonline.org,www.dwcaonline.org,3,3,1,26QBBF
QBBG,NYCEEC,Q,Han-I Preschool,,(718) 358-3377,19818 32nd Road - 1st Floor  ,11358,1,18,1042288,219298,hanipreschool@gmail.com,www.hanipreschool.com,3,3,1,26QBBG
QBBH,NYCEEC,Q,"New Milestone, Incorporated",,(718) 539-2068,13254 Pople Avenue,11355,1,20,1031169,213849,new.milestone01@yahoo.com,,2,7,1,25QBBH
QBBL,NYCEEC,Q,"ABC Kiddieland, Inc.",,(718) 651-3551,6521A Roosevelt Avenue,11377,3,60,1012431,211196,abckiddieland@verizon.net,,3,7,2,30QBBL
QBBM,NYCEEC,Q,Mushroom House Day Care Center,,(718) 606-6161,3800 Ditmars Boulevard,11105,3,18,1010063,220975,jeannie.mushroomhousedaycare@gmail.com,www.mushroomhousedaycare.org,4,8,1,30QBBM
QBBN,NYCEEC,Q,Noah's Ark Progressive Learning Center,,(347) 335-0044,6248 Mt. Olivet Crescent,11379,1,56,1013148,199305,noahsarkschool@aol.com,,3,7,1,24QBBN
QBBP,NYCEEC,Q,The Laugh and Learn Place,,(347) 551-2780,228-23 Merrick Boulevard,11413,1,36,1055977,185904,tmbusco@gmail.com,www.laughandlearnplace.com,5,9,3,29QBBP
QBBQ,NYCEEC,Q,Most Holy Redeemer Catholic Academy,,(718) 961-0246,136-58 41st Avenue,11355,1,71,1032104,215791,embaginski@yahoo.com,www.mhrca-nyc.org,2,3,1,25QBBQ
QBBR,NYCEEC,Q,ICCD,,(718) 428-5370,35-55 223rd Street,11361,1,14,1050263,219672,Lsolan@iccd.com,www.iccd.com,7,3,1,26QBBR
QBBU,NYCEEC,Q,"The Nurturing Center, Inc.",,(718) 527-5932,112-18 Springfield Boulevard,11429,1,54,1056269,196216,beverlyddavis95@aol.com; nurturingcenter@gmail.com,www.nurturingcenterandacademy.com,7,3,1,29QBBU
QBCA,NYCEEC,Q,St. Mel Catholic Academy,,(718) 539-3093,154-24 26th Avenue,11354,1,36,1037158,221170,cstein@stmelsacademy.org,www.stmelsacademy.org,5,9,3,25QBCA
QBCC,NYCEEC,Q,"Rochdale Village Nursery School, Inc.",,(718) 723-2224,17030 130th Avenue,11434,1,20,1047824,185923,rrochdalenursery@aim.com,,3,7,1,28QBCC
QBCD,NYCEEC,Q,Mi Nuevo Mundo Site 2,,(718) 476-3128,10421 39th Avenue,11368,3,54,1022657,212941,mnm104100@gmail.com,,3,2,2,24QBCD
QBCO,NYCEEC,Q,Philip H. Michaels Site 3,,(718) 665-3125,108-10 Sutphin Boulevard,11435,1,54,1039893,191704,yunkim55@hotmail.com,www.philiphmichaels.org,5,9,3,28QBCO
QBCT,NYCEEC,Q,Kiddie Academy Of Whitestone,,(718) 747-5555,7-05 152nd St,11357,1,48,1036786,229053,WHITESTONE@KIDDIEACADEMY.NET,www.kiddieacademy/whitestone.com,3,7,1,25QBCT
QBCW,NYCEEC,Q,PLAYMATES NURSERY INCORPORATED,,(718) 845-4973,13115 Liberty Avenue,11419,3,54,1035686,190891,PlaymatesNurseryinc@gmail.com,,3,7,1,28QBCW
QBCX,NYCEEC,Q,Be Above,,(718) 805-3317,12-79 Redfern Avenue,11691,1,56,1053499,161440,jstern@babove.com,,5,9,3,27QBCX
QBCY,NYCEEC,Q,Be Above - New World Education Center,,(718) 805-3319,137-37 Farmers Boulevard,11434,1,18,1049807,184596,jstern@babove.com,,5,9,3,29QBCY
QBDA,NYCEEC,Q,Highland Academics,,(718) 457-0429,162-10 Highland Avenue,11432,1,100,1039492,197912,mishell2qt@aol.com,www.82ndst.com,3,7,2,28QBDA
QBEC,NYCEEC,Q,Emilia's Kids,,(718) 899-9060,8403 57 Avenue,11373,3,33,1017677,205408,yomi@emiliaskids.com,www.emiliaskids.com,7,2,1,24QBEC
QBEF,NYCEEC,Q,The Learning Tree,,(718) 899-2020,7415 Juniper Boulevard North Room 2,11379,3,36,1016300,202133,learningtreeny1@aol.com,www.thelearningtree.org,8,7,1,24QBEF
QBEG,NYCEEC,Q,Magic Years Preschool and Nursery,,(718) 271-1850,"90-20 55th Avenue, 1/F",11373,1,54,1019684,207726,mypreschoolnursery@gmail.com,,3,6,1,24QBEG
QBEH,NYCEEC,Q,Mi Nuevo Mundo Corp.,,(718) 476-3128,10003 39th Avenue,11368,3,102,1021497,212583,mnm104100@gmail.com,,3,3,2,24QBEH
QBEJ,NYCEEC,Q,Queens Herald Community Corp.,,(718) 799-8271,"42-35 Main Street, 2nd Floor",11355,1,32,1032025,214252,info@qhcommunity.org,www.qhcommunity.org,3,2,1,25QBEJ
QBEK,NYCEEC,Q,YMCA of Greater NY- Ridgewood Y,,(212) 912-2185,6902 64th Street,11385,3,36,1013635,195824,mstraka@YMCAnyc.org,,8,2,1,24QBEK
QBEO,NYCEEC,Q,ABC Early Learning Center,,(718) 225-8044,54-25 Little Neck Parkway,11362,1,64,1060350,218772,zepurv@aol.com,,3,7,1,26QBEO
