LOCCODE,X,Y,PREK_TYPE,NAME,NOTE,ADDRESS,BOROUGH,ZIP,PHONE,EMAIL,WEBSITE,DAY_LENGTH,SEATS,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR
"Q050",1037795,192571,"DOE","P.S. 50 Talfourd Lawn Elementary School","","143 - 26 101st Ave","Q",11435,"718-526-5336","rmanjarrez@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q050",1,72,3,3,"28Q050","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q051",1030911,193718,"DOE","P.S. 51","","87 - 45 117 St","Q",11418,"718-850-0738","msaintj@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q051",1,36,2,7,"27Q051","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q052",1048979,180298,"DOE","P.S. 52 Queens","","178 - 37 146th Ter","Q",11434,"718-528-2238","dsantana@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q052",1,72,3,3,"29Q052","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q055",1035193,192127,"DOE","P.S. 55 Maure","","131 - 10 97th Ave","Q",11419,"718-849-3845","dnieber@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q055",1,54,5,9,"28Q055","apply","8:30 a.m","No","No",0,0,0,0,""
"Q058",1014669,204798,"DOE","P.S. 58 - The School Of Heroes","","72 - 24 Grand Ave","Q",11378,"718-533-6712","aaponte14@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q058",1,36,5,9,"24Q058","apply","8:15 a.m","No","No",0,0,0,0,""
"Q060",1025072,191234,"DOE","P.S. 60 Woodhaven","","91 - 02 88th Ave","Q",11421,"718-441-5046","fdesari@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q060",1,72,2,3,"27Q060","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q062",1029774,190197,"DOE","P.S. 62 - Chester Park School","","97 - 25 108th St","Q",11419,"718-286-4460","ps62@me.com","http://ps062.org",1,36,2,3,"27Q062","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q063",1026702,185874,"DOE","P.S. 63 Old South","","90 - 15 Sutter Ave","Q",11417,"718-845-7560","dmarino@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q063",1,36,2,3,"27Q063","apply","8:15 a.m","No","No",0,0,0,0,""
"Q066",1026894,193585,"DOE","P.S. 66 Jacqueline Kennedy Onassis","","85 - 11 102nd St","Q",11418,"718-849-0184","pleinwa@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q066",1,36,3,7,"27Q066","apply","8:00 a.m","No","No",0,0,0,0,""
"Q068",1012731,193171,"DOE","P.S. 68 Cambridge","","59 - 09 Saint Felix Ave","Q",11385,"718-821-7246","asnadec@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q068",1,54,2,2,"24Q068","apply","8:30 a.m","No","No",0,0,0,0,""
"Q069",1015130,212171,"DOE","P.S. 69 Jackson Heights","","77 - 02 37th Ave","Q",11372,"718-424-7700","mvazque11@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q069",1,54,2,7,"30Q069","apply","8:00 a.m","No","No",0,0,0,0,""
"Q070",1008043,216842,"DOE","P.S. 70","","30 - 45 42nd St","Q",11103,"718-728-4646","dgeller@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q070",1,144,2,3,"30Q070","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q071",1010585,198453,"DOE","P.S. 71 Forest","","62 - 85 Frst Ave","Q",11385,"718-821-7772","isoto6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q071",1,72,5,9,"24Q071","apply","8:00 a.m","No","No",0,0,0,0,""
"Q076",1000500,216525,"DOE","P.S. 76 William Hallet","","36 - 36 10th St","Q",11106,"718-361-7464","tmiller15@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q076",1,108,2,3,"30Q076","apply","8:20 a.m","No","No",0,0,0,0,""
"Q078",996037,210512,"DOE","P.S. / I.S. 78","","48 - 09 Ctr Blvd","Q",11109,"718-392-5402","lpavone@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q078",1,36,2,3,"30Q078","apply","8:00 a.m","No","No",0,0,0,0,""
"Q079",1034692,225779,"DOE","P.S. 79 Francis Lewis","","147 - 27 15th Dr","Q",11357,"718-746-0396","gcarter3@schools.nyc.gov","http://ps79q.org",1,36,5,9,"25Q079","apply","8:00 a.m","No","No",0,0,0,0,""
"Q080",1048210,184631,"DOE","P.S. 80 The Thurgood Marshall Magnet School Of Multimedia And Communication","","171 - 05 137th Ave","Q",11434,"718-528-7070","kcox4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q080",1,72,2,3,"28Q080","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q081",1008644,195700,"DOE","P.S. 81 Jean Paul Richter","","559 Cypress Ave","Q",11385,"718-821-9800","rdiamond@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q081",1,72,5,9,"24Q081","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q084",1010255,220246,"DOE","P.S. 84 Steinway","","22 - 45 41st St","Q",11105,"718-278-1915","jbuffa@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q084",1,72,2,3,"30Q084","apply","8:00 a.m","No","No",0,0,0,0,""
"Q085",1007802,220927,"DOE","P.S. 85 Judge Charles Vallone","","23 - 70 31st St","Q",11105,"718-278-3630","agordon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q085",1,72,2,7,"30Q085","apply","8:15 a.m","No","No",0,0,0,0,""
"Q086",1038647,197715,"DOE","P.S. 86","","87 - 41 Parsons Blvd","Q",11432,"718-291-6264","kzuvic@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q086",1,36,5,9,"28Q086","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q087",1019861,198537,"DOE","P.S. / I.S. 87 Middle Village","","67 - 54 80th St","Q",11379,"718-326-8243","cmichae@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q087",1,54,5,9,"24Q087","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q088",1012959,195792,"DOE","P.S. 88 Seneca","","60 - 85 Catalpa Ave","Q",11385,"718-821-8121","rquinta2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q088",1,36,3,1,"24Q088","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q090",1028785,193155,"DOE","P.S. 90 Horace Mann","","86 - 50 109th St","Q",11418,"718-847-3370","27q090@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q090",1,36,3,3,"27Q090","apply","8:30 a.m","No","No",0,0,0,0,""
"Q091",1016391,195645,"DOE","P.S. 91 Richard Arkwright","","68 - 10 Central Ave","Q",11385,"718-821-6880","vcatala@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q091",1,90,2,3,"24Q091","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q092",1020556,214742,"DOE","P.S. 92 Harry T Stewart Sr.","","99 - 01 34th Ave","Q",11368,"718-533-1013","pbaratt@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q092",1,54,2,3,"30Q092","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q096",1037470,185366,"DOE","P.S. 96","","130 - 01 Rockaway Blvd","Q",11420,"718-529-2547","veweka@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q096",1,36,2,3,"27Q096","apply","8:15 a.m","No","No",0,0,0,0,""
"Q097",1023094,192283,"DOE","P.S. 97 Forest Park","","85 - 52 85th St","Q",11421,"718-849-4870","mcustod@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q097",1,36,2,3,"27Q097","apply","8:15 a.m","No","No",0,0,0,0,""
"Q100",1033717,186944,"DOE","P.S. 100 Glen Morris","","111 - 11 118th St","Q",11420,"718-558-1510","lfrombe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q100",1,72,5,9,"27Q100","apply","8:00 a.m","No","No",0,0,0,0,""
"Q101",1027620,200033,"DOE","P.S. 101 School In The Gardens","","2 Russell Pl","Q",11375,"718-268-7231","mlopez69@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q101",1,18,3,3,"28Q101","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q102",1018078,206436,"DOE","P.S. 102 Bayview","","55 - 24 Van Horn St","Q",11373,"718-446-3308","wko2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q102",1,36,5,9,"24Q102","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q104",1049501,160925,"DOE","P.S. 104 The Bays Water","","26 - 01 Mott Ave","Q",11691,"718-327-1910","kgrady@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q104",1,80,2,3,"27Q104","apply","8:15 a.m","No","No",0,0,0,0,""
"Q105",1044941,156370,"DOE","P.S. 105 The Bay School","","420 Bch 51st St","Q",11691,"718-474-8615","lshapir@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q105",1,36,2,3,"27Q105","apply","8:00 a.m","No","No",0,0,0,0,""
"Q106",1048951,155994,"DOE","P.S. 106","","180 Bch 35th St","Q",11691,"718-327-5828","rlegions@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q106",1,18,3,3,"27Q106","apply","8:00 a.m","No","No",0,0,0,0,""
"Q107",1039753,214680,"DOE","P.S. 107 Thomas A Dooley","","167 - 02 45th Ave","Q",11358,"718-762-5995","lcummings2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q107",1,72,2,3,"25Q107","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q108",1031069,186860,"DOE","P.S. 108 Captain Vincent G Fowler","","108 - 10 109th Ave","Q",11420,"718-558-2700","jiovine2@schools.nyc.gov","http://ps108q.com",1,36,2,7,"27Q108","apply","8:15 a.m","No","No",0,0,0,0,""
"Q111",1001090,215721,"DOE","P.S. 111 Jacob Blackwell","","37 - 15 13th St","Q",11101,"718-786-2073","djaggon2@schools.nyc.gov","http://ps111q.org",1,36,2,3,"30Q111","apply","8:15 a.m","No","No",0,0,0,0,""
"Q112",1002486,215081,"DOE","P.S. 112 Dutch Kills","","25 - 05 37th Ave","Q",11101,"718-784-5250","rcampos@schools.nyc.gov","http://ps112q.com",1,72,2,3,"30Q112","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q114",1024695,0149986,"DOE","P.S. / M.S. 114 Belle Harbor","","134 - 01 Cronston Ave","Q",11694,"718-634-3382","SGrill2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q114",1,18,5,9,"27Q114","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q115",1064758,210409,"DOE","P.S. 115 The James J Ambrose School","","80 - 51 261st St","Q",11004,"718-831-4010","ksciort@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q115",1,54,2,3,"26Q115","apply","8:15 a.m","No","No",0,0,0,0,""
"Q116",1044713,194644,"DOE","P.S. / I.S. 116 William C Hughley","","107 - 25 Wren Pl","Q",11433,"718-526-4884","29q116@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q116",1,54,2,3,"29Q116","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q117",1036048,198074,"DOE","P.S. 117 J Keld / Briarwood School","","85 - 15 143rd St","Q",11435,"718-526-4780","pcunningham@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q117",1,72,2,3,"28Q117","apply","8:15 a.m","Yes","Yes",0,0,0,0,""
"Q118",1049303,195657,"DOE","P.S. 118 Lorraine Hansberry","","190 - 20 109th Rd","Q",11412,"718-465-5538","cjones23@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q118",1,36,2,3,"29Q118","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"Q120",1031607,210838,"DOE","P.S. 120 Queens","","58 - 01 136th St","Q",11355,"718-359-3390","rmarino4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q120",1,54,2,3,"25Q120","apply","8:00 a.m","No","No",0,0,0,0,""
"Q121",1035426,188493,"DOE","P.S. 121 Queens","","126 - 10 109th Ave","Q",11420,"718-558-1560","evadi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q121",1,36,5,9,"28Q121","apply","8:00 a.m","No","No",0,0,0,0,""
"Q122",1007503,223572,"DOE","P.S. 122 Mamie Fay","","21 - 21 Ditmars Blvd","Q",11105,"718-721-6410","psabel@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q122",1,36,2,3,"30Q122","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q123",1040997,186575,"DOE","P.S. 123","","145 - 01 119th Ave","Q",11436,"718-529-4300","ahooks@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q123",1,54,2,7,"27Q123","apply","8:00 a.m","No","No",0,0,0,0,""
"Q127",1019884,217981,"DOE","P.S. 127 Aerospace Science Magnet","","98 - 01 25th Ave","Q",11369,"718-446-4700","esanabria@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q127",1,36,5,9,"30Q127","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"Q129",1028651,227243,"DOE","P.S. 129 Patricia Larkin","","128 - 02 7th Ave","Q",11356,"718-353-3150","lbuquicchio@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q129",1,54,2,7,"25Q129","apply","8:15 a.m","No","No",0,0,0,0,""
"Q130",1044081,216176,"DOE","P.S. 130","","200 - 01 42nd Ave","Q",11361,"718-819-2230","mcontra@schools.nyc.gov","http://ps130q.org",1,54,3,3,"25Q130","apply","8:00 a.m","No","No",0,0,0,0,""
"Q132",1053691,187867,"DOE","P.S. 132 Ralph Bunche","","132 - 15 218th St","Q",11413,"718-528-5734","ahawkinsdavis@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q132",1,54,2,3,"29Q132","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q133",1062501,206100,"DOE","P.S. 133 Queens","","248 - 05 86th Ave","Q",11426,"718-831-4016","msherid@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q133",1,54,2,3,"26Q133","apply","8:30 a.m","No","No",0,0,0,0,""
"Q134",1052208,197256,"DOE","P.S. 134 Hollis","","203 - 02 109th Ave","Q",11412,"718-464-5544","rchambe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q134",1,36,2,3,"29Q134","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q135",1051511,201882,"DOE","The Bellaire School","","207 - 11 89th Ave","Q",11427,"718-464-2119","dlagnese@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q135",1,108,2,1,"29Q135","apply","8:15 a.m","No","No",0,0,0,0,""
"Q136",1052873,193880,"DOE","P.S. 136 Roy Wilkins","","201 - 15 115th Ave","Q",11412,"718-465-2286","twalker@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q136",1,54,2,3,"29Q136","apply","8:00 a.m","No","No",0,0,0,0,""
"Q138",1057841,179723,"DOE","P.S. / M.S. 138 Sunrise","","251 - 11 Weller Ave","Q",11422,"718-528-9053","jmcenan@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q138",1,54,2,3,"29Q138","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q140",1044969,189684,"DOE","P.S. 140 Edward K Ellington","","166 - 01 116th Ave","Q",11434,"718-657-4760","bbaptiste@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q140",1,36,3,3,"28Q140","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q144",1025018,199833,"DOE","P.S. 144 Col Jeromus Remsen","","93 - 02 69th Ave","Q",11375,"718-268-2775","rglucks@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q144",1,54,2,3,"28Q144","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q146",1030120,179852,"DOE","P.S. 146 Howard Beach","","98 - 01 159th Ave","Q",11414,"718-843-4880","mkeegan@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q146",1,18,3,7,"27Q146","apply","8:15 a.m","No","No",0,0,0,0,""
"Q147",1056222,193481,"DOE","P.S. / M.S. 147 Ronald Mcnair","","218 - 01 116th Ave","Q",11411,"718-528-2420","acohen1@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q147",1,18,2,2,"29Q147","apply","8:00 a.m","Yes","No",0,0,0,0,""
"Q148",1017847,215510,"DOE","P.S. 148 Queens","","89 - 02 32nd Ave","Q",11369,"718-898-8181","nbirson@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q148",1,72,2,3,"30Q148","apply","8:00 a.m","No","No",0,0,0,0,""
"Q150",1005476,210979,"DOE","P.S. 150 Queens","","40 - 01 43rd Ave","Q",11104,"718-784-2252","cparache@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q150",1,54,5,9,"30Q150","apply","8:15 a.m","No","No",0,0,0,0,""
"Q151",1009600,215302,"DOE","P.S. 151 Mary D Carter","","50 - 05 31st Ave","Q",11377,"718-728-2676","smaison@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q151",1,90,2,3,"30Q151","apply","8:00 a.m","No","No",0,0,0,0,""
"Q152",1011858,213657,"DOE","P.S. 152 Gwendoline N Alleyne School","","33 - 52 62nd St","Q",11377,"718-429-3141","walameda2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q152",1,36,5,9,"30Q152","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q153",1010888,200281,"DOE","P.S. 153 Maspeth Elem","","60 - 02 60th Ln","Q",11378,"718-821-7850","dberkowitz2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q153",1,18,5,9,"24Q153","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"Q154",1037682,204068,"DOE","P.S. 154 Queens","","75 - 02 162nd St","Q",11366,"718-591-1500","pgather@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q154",1,36,3,3,"25Q154","apply","8:15 a.m","No","No",0,0,0,0,""
"Q155",1036906,186866,"DOE","P.S. 155","","130 - 02 115th Ave","Q",11420,"718-529-0767","gjacobs@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q155",1,54,3,3,"27Q155","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q156",1055567,184448,"DOE","P.S. 156 Laurelton","","229 - 02 137th Ave","Q",11413,"718-528-9173","emoore22@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q156",1,36,2,7,"29Q156","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q159",1044151,219759,"DOE","P.S. 159","","205 - 01 33rd Ave","Q",11361,"718-423-8553","26q159@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q159",1,44,2,3,"26Q159","apply","8:15 a.m","No","No",0,0,0,0,""
"Q160",1039710,190041,"DOE","P.S. 160 Walter Francis Bishop","","109 - 59 Inwood St","Q",11435,"718-526-5523","thicks2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q160",1,72,2,3,"28Q160","apply","8:00 a.m","No","No",0,0,0,0,""
"Q161",1033865,190834,"DOE","P.S. 161 Arthur Ashe School","","101 - 33 124th St","Q",11419,"718-441-5493","jhoder@schools.nyc.gov","http://schools.nyc.gov/schoolportals/28/q161",1,36,5,9,"28Q161","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q163",1037238,209213,"DOE","P.S. 163 Flushing Heights","","159 - 01 59th Ave","Q",11365,"718-353-2514","fmarsaggi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q163",1,18,5,9,"25Q163","apply","8:00 a.m","No","No",0,0,0,0,""
"Q164",1033174,202135,"DOE","P.S. 164 Queens Valley","","138 - 01 77th Ave","Q",11367,"718-544-1083","lliatto@schools.nyc.gov","http://psms164.com",1,36,2,3,"25Q164","apply","8:00 a.m","No","No",0,0,0,0,""
